R472544,R757887
R227026,R598909
R741095,R735365
R389217,R243851
R261139,R914040
R808244,R829497
R511615,R509235
R739947,R398254
R644959,R453750
R775118,R430187
R353133,R791567
R509942,R205949
R505141,R281912
R514954,R880680
R131316,R930195
R623751,R633299
R934937,R298680
R398805,R321195
R105539,R491484
R824291,R105921
R553435,R931144
R957224,R696806
R856578,R408417
R145767,R216565
R414844,R360775
R808866,R689917
R342815,R316682
R930807,R331479
R661665,R388819
R155010,R537628
R897086,R998495
R599799,R382337
R877825,R118212
R366945,R359382
R399849,R244877
R681427,R432849
R808666,R347322
R627208,R742972
R257404,R958549
R553116,R132621
R601319,R948461
R641951,R689061
R937739,R874807
R943880,R297572
R900594,R458390
R466066,R468721
R282920,R628369
R424713,R686502
R879550,R365372
R859474,R611537
R191664,R333594
R666882,R610307
R199470,R475578
R735298,R248092
R416144,R345759
R615383,R496735
R160766,R437110
R791367,R819431
R609921,R126092
R170863,R115776
R118215,R414184
R100845,R608516
R604811,R211547
R736096,R925398
R204287,R355249
R649767,R533322
R681973,R281361
R889858,R635754
R470609,R982467
R276674,R361690
R205271,R910817
R366492,R236415
R863153,R498481
R402260,R841843
R788847,R380971
R581027,R322689
R659323,R525913
R757436,R730197
R917191,R623598
R562432,R442748
R718206,R979223
R448015,R496526
R577732,R347902
R936903,R518647
R545430,R114643
R649028,R659461
R614552,R500209
R263182,R910456
R178861,R606736
R945428,R857265
R566225,R304716
R101916,R529957
R620232,R787401
R914405,R488116
R923746,R238453
R686964,R416996
R292760,R606986
R550126,R862608
R748097,R530034
R905762,R505340
R568123,R907385
R804915,R720899
R647584,R507242
R761195,R310191
R201320,R949255
R747146,R640219
R456091,R711267
R366435,R260250
R227090,R518674
R616686,R744010
R484963,R155266
R696249,R465858
R793676,R839635
R691840,R676576
R177961,R345769
R385813,R662052
R131069,R106149
R900227,R624058
R270974,R938005
R928510,R562191
R504864,R120009
R242802,R108335
R618692,R355650
R484975,R110348
R667447,R969814
R564335,R521123
R687789,R870220
R432559,R423252
R561459,R239737
R994028,R986700
R966140,R100285
R540231,R644892
R562277,R160073
R850502,R495742
R465866,R233145
R762376,R958817
R283564,R416025
R275676,R776449
R759530,R799902
R908528,R653177
R535837,R517886
R563544,R249354
R392580,R592315
R446086,R698684
R665038,R552945
R864766,R851275
R403964,R164778
R870385,R915959
R861441,R683833
R271301,R238063
R302226,R323726
R453261,R868561
R959774,R855294
R882266,R682945
R136582,R302472
R374915,R608166
R373628,R323339
R460621,R794669
R931784,R244843
R771790,R701645
R819099,R412824
R354461,R787264
R648831,R205863
R796048,R899831
R253911,R847847
R544098,R345882
R560511,R215192
R984569,R698942
R756720,R974961
R102423,R579321
R421567,R129456
R249698,R122967
R879357,R528301
R888909,R698541
R933077,R195599
R460885,R860555
R857042,R113488
R733333,R508106
R424648,R364288
R372517,R239116
R837267,R768040
R507093,R922230
R161401,R845978
R375017,R574656
R140167,R198637
R258683,R666994
R860401,R397236
R801976,R318122
R103516,R325543
R967397,R142270
R467368,R910182
R268289,R446015
R964423,R235113
R804407,R205588
R191275,R817923
R864100,R736622
R308433,R665200
R612909,R370455
R716999,R595831
R253461,R139649
R926235,R730502
R793328,R536790
R108331,R844041
R248974,R857824
R208226,R704040
R997848,R650361
R953596,R871851
R153521,R523571
R102258,R464781
R711079,R581420
R641848,R558955
R156821,R588904
R513197,R489270
R506051,R890900
R657094,R351461
R595703,R504084
R964279,R863842
R770952,R633354
R153433,R621220
R738743,R741469
R260482,R594916
R574797,R265969
R732401,R828903
R334373,R616037
R142229,R777097
R692530,R476408
R349346,R693282
R276026,R198077
R869338,R202455
R661613,R572707
R775019,R186691
R163480,R422577
R612435,R500569
R329113,R242944
R591006,R343064
R508018,R645198
R899079,R985822
R708348,R568230
R789843,R488556
R625401,R401952
R725384,R690420
R914824,R553158
R753680,R225341
R607810,R496561
R481665,R898863
R227240,R285970
R456742,R494451
R510258,R220590
R305006,R462384
R545444,R329262
R253582,R808523
R651234,R410057
R407137,R697538
R836498,R801753
R623886,R207243
R166646,R897080
R698714,R891199
R712924,R409974
R524731,R603325
R539938,R771678
R299254,R927246
R938200,R288137
R204887,R693984
R906695,R144454
R699644,R449766
R779622,R131993
R702973,R482672
R947673,R483917
R195859,R972301
R383964,R935039
R142541,R753588
R705218,R674723
R150881,R138641
R694886,R501544
R822409,R617748
R753119,R364782
R531733,R699789
R461187,R901111
R126074,R840583
R396592,R587584
R891377,R156813
R556371,R869021
R404411,R378230
R907171,R766148
R898935,R123714
R472772,R202830
R946235,R372890
R536265,R102161
R706620,R839992
R685860,R576801
R765714,R387817
R830954,R287784
R935636,R306216
R324131,R315115
R397289,R630412
R538444,R454361
R516186,R807830
R320727,R976747
R528539,R177673
R229653,R673391
R614918,R656127
R968458,R303782
R476767,R350681
R850558,R791311
R729782,R927997
R477604,R782671
R220607,R188903
R555101,R775947
R828116,R887821
R212031,R382181
R408528,R242648
R458262,R927598
R665433,R449358
R433596,R814878
R623060,R310496
R522327,R901241
R816262,R445029
R639644,R336185
R644271,R326734
R144960,R958064
R165004,R651893
R935032,R797749
R576351,R209328
R422509,R718115
R264615,R966484
R284919,R765240
R615453,R854243
R714325,R819687
R547470,R837780
R590061,R245083
R899701,R133609
R387492,R544710
R872707,R694166
R629844,R489469
R409798,R447289
R411568,R939965
R462117,R170328
R190758,R801054
R445350,R183540
R532333,R826836
R827935,R858230
R259834,R331380
R684349,R562450
R313521,R627980
R649733,R877274
R994112,R589198
R965968,R338032
R347053,R778528
R785445,R702506
R573744,R838340
R148717,R949912
R427832,R342804
R623687,R892812
R379515,R980028
R675035,R322024
R204802,R328844
R924191,R482364
R891945,R709249
R224566,R412672
R127838,R329330
R796314,R389183
R971183,R155646
R298574,R887066
R716535,R841003
R167447,R557488
R597959,R582232
R622615,R660763
R402665,R475909
R790167,R723512
R165182,R828199
R360438,R358121
R293603,R340538
R730521,R218485
R988048,R752782
R274778,R248236
R370973,R709945
R276274,R386227
R151674,R704435
R596261,R971559
R600640,R611161
R631035,R792092
R325578,R748586
R430811,R643796
R804940,R669443
R787419,R221541
R380451,R909226
R284133,R194056
R783097,R637826
R154366,R988932
R107838,R231237
R626604,R440966
R898905,R503374
R832265,R962220
R616537,R920468
R735962,R738954
R243939,R713830
R864164,R263707
R505637,R831477
R265936,R743499
R174292,R195932
R775552,R201221
R905400,R339316
R237771,R855731
R135097,R704158
R261845,R297203
R764855,R288880
R770276,R987752
R959573,R505243
R917715,R189552
R417746,R177390
R146813,R844673
R117740,R780351
R272614,R722611
R165494,R533091
R925162,R664079
R807591,R931152
R569253,R343636
R487304,R896048
R533508,R424000
R215552,R146537
R991706,R376403
R372572,R261448
R864338,R304902
R170505,R256624
R720754,R281254
R432221,R516917
R411505,R653401
R561908,R865233
R759436,R216736
R100689,R437095
R768589,R170215
R285249,R543953
R747374,R189054
R135719,R172223
R730449,R191331
R794302,R768849
R250310,R110589
R921924,R956680
R792640,R716769
R197880,R369851
R798207,R710051
R486706,R548005
R344815,R709104
R435423,R841774
R277871,R767587
R863828,R580372
R612446,R206679
R263531,R233625
R739853,R644706
R394138,R916936
R147760,R536421
R861509,R913397
R692582,R505368
R635305,R835346
R443696,R950260
R707881,R295898
R344880,R767642
R790971,R606838
R530393,R212313
R113398,R497185
R728433,R800701
R528991,R935119
R587536,R413104
R506005,R901845
R155954,R223557
R842889,R253739
R760012,R576956
R570455,R433557
R881183,R465281
R433207,R736768
R589949,R879937
R511072,R652335
R674492,R427742
R265443,R564217
R118253,R538846
R987661,R541322
R486671,R926800
R568765,R718983
R303229,R196989
R543254,R275834
R788242,R664686
R954961,R803095
R580574,R276436
R137576,R742763
R225936,R285224
R443312,R947902
R103555,R140957
R156703,R263164
R184839,R546987
R726628,R985828
R967324,R185235
R574355,R211251
R768673,R492191
R186619,R115342
R850280,R673609
R305074,R401704
R806528,R465272
R350307,R929723
R788885,R281127
R575935,R461048
R855584,R249977
R486845,R892042
R339360,R100767
R483423,R168789
R622602,R307781
R800890,R129859
R927685,R617751
R816927,R459752
R495112,R694244
R745369,R531908
R335328,R144007
R322699,R218918
R878084,R713525
R172613,R217939
R250053,R894725
R702065,R440338
R420245,R169364
R121567,R850483
R419358,R181424
R203395,R894895
R975110,R615164
R189929,R102714
R954429,R975855
R925617,R824674
R983301,R518639
R755608,R987566
R909692,R869789
R773124,R253427
R311730,R258143
R598232,R614932
R415039,R198998
R385992,R621124
R722125,R390383
R744293,R445762
R761665,R848671
R608625,R136484
R656982,R143717
R865800,R101877
R732747,R965256
R176665,R884716
R922328,R512760
R545892,R352729
R812561,R831514
R211784,R363926
R351823,R729543
R532350,R451312
R520574,R907767
R450328,R765425
R823245,R910972
R550104,R811400
R851565,R168955
R626237,R454185
R759898,R813330
R191222,R944397
R918420,R291376
R190149,R118613
R659663,R751831
R497732,R756476
R109309,R872691
R968133,R418096
R271407,R282461
R760534,R573339
R308218,R152888
R364529,R114057
R410231,R329741
R808781,R954835
R314147,R300001
R654378,R972006
R200244,R404068
R256606,R990731
R259875,R963398
R413651,R700499
R808059,R164905
R486330,R597008
R905574,R399953
R635856,R731395
R422891,R126023
R595798,R431142
R914038,R231413
R449623,R137710
R877466,R369736
R155268,R200875
R212817,R479951
R687380,R668894
R812001,R496427
R105788,R986883
R171493,R552229
R295034,R275475
R451044,R537561
R573044,R373537
R369905,R388802
R182401,R819342
R135615,R684937
R973456,R809044
R387409,R334553
R757033,R273542
R390264,R912507
R711744,R994203
R132270,R231966
R884570,R760351
R543613,R281836
R928503,R997167
R338933,R613579
R416537,R916401
R280798,R683010
R495931,R538138
R153202,R323785
R570195,R381682
R269227,R665397
R203719,R759926
R395434,R316865
R955848,R307710
R389416,R304663
R742538,R411660
R312015,R214255
R976381,R823670
R333113,R549287
R537860,R113209
R563306,R122077
R258191,R698177
R389551,R566641
R634954,R266481
R844695,R699693
R490930,R886885
R313853,R774695
R284025,R588976
R306321,R568853
R813622,R570791
R920201,R260619
R376796,R901473
R305339,R647960
R770182,R885037
R472198,R870500
R593304,R335117
R322649,R796479
R244463,R209445
R924825,R545421
R850317,R775923
R999444,R157921
R129494,R605872
R485710,R791752
R610901,R803720
R539100,R705087
R519017,R339973
R547548,R745734
R801206,R185627
R658343,R703678
R650095,R534263
R658166,R268111
R163729,R931424
R582804,R984105
R496420,R950693
R195868,R476080
R733159,R924220
R602001,R855782
R208540,R860177
R917133,R234894
R200917,R181947
R580647,R396439
R285723,R408716
R485855,R646152
R898229,R757556
R390982,R337100
R878641,R925851
R527976,R977558
R153920,R960929
R155114,R262632
R509184,R600171
R169732,R854228
R778061,R649433
R585547,R974074
R115374,R342544
R976500,R829940
R771451,R341599
R511480,R760464
R717009,R531102
R378569,R498243
R611929,R502831
R906676,R825025
R210532,R410239
R554429,R452031
R871542,R578147
R329799,R587512
R363252,R844531
R813549,R496263
R162188,R147026
R103887,R823534
R969678,R970610
R782557,R948551
R518023,R344276
R842203,R770873
R874225,R454090
R481875,R219018
R897369,R550201
R430267,R148124
R814108,R315867
R978292,R664650
R512538,R377080
R292259,R501720
R570654,R698398
R463469,R992693
R236624,R812031
R743922,R566360
R534094,R891904
R766814,R777984
R361455,R346067
R596454,R208403
R988043,R922756
R208774,R930497
R511449,R263608
R997048,R770165
R302561,R181580
R279163,R433744
R684917,R876063
R505495,R433396
R118030,R374509
R335532,R242949
R182854,R253892
R197500,R132371
R719916,R475091
R675139,R615449
R484500,R609338
R512297,R411030
R300535,R377465
R672756,R912973
R330849,R975439
R882936,R371295
R803470,R866080
R139235,R857357
R721873,R445092
R720996,R179143
R729646,R299767
R323467,R755927
R933478,R462430
R563017,R360638
R221264,R497347
R891884,R694231
R772513,R875153
R813413,R819353
R804942,R230724
R850688,R790190
R406390,R886869
R128592,R729407
R229325,R109567
R409555,R728350
R322153,R420022
R441992,R973841
R258782,R124578
R388145,R584008
R545193,R382354
R974405,R285531
R397005,R799221
R120912,R673667
R231799,R500987
R407717,R706062
R837792,R267171
R214789,R499168
R986410,R643639
R847282,R614828
R876350,R756938
R481517,R290777
R805672,R628216
R991034,R226119
R763444,R311310
R121755,R639629
R516787,R884773
R631094,R251479
R693263,R209174
R755729,R410979
R448081,R681618
R544343,R754224
R973293,R201963
R905143,R206270
R261343,R303965
R856020,R477783
R945004,R655179
R918832,R219593
R937917,R930960
R703968,R598875
R666491,R738377
R638743,R356701
R748702,R476754
R652663,R743446
R656191,R190374
R523941,R857978
R829109,R360928
R676914,R580831
R373257,R808146
R770570,R101780
R310042,R961356
R647750,R267123
R545637,R934949
R523478,R272813
R340296,R350959
R951771,R281189
R380403,R252188
R990604,R829866
R650456,R254263
R228549,R479874
R548810,R529995
R786616,R587934
R167728,R367416
R705428,R627611
R433332,R152924
R448564,R418998
R117039,R784723
R885982,R828489
R647762,R258278
R782666,R777341
R585043,R844361
R690188,R174816
R842424,R125005
R685875,R580504
R284304,R153393
R336615,R516981
R342942,R782607
R778709,R394848
R466316,R678116
R423121,R613510
R861279,R947396
R498903,R832428
R445330,R217089
R995673,R133908
R850840,R798079
R624798,R188912
R755396,R927728
R773376,R912559
R121879,R745310
R849339,R432011
R512628,R654084
R881906,R952384
R749928,R509722
R733038,R609429
R406986,R261108
R137265,R458002
R310095,R542702
R752634,R835765
R149455,R270904
R930431,R134967
R169527,R808590
R395843,R194374
R835155,R424610
R218285,R113009
R792392,R928283
R580385,R987034
R472488,R864138
R228550,R215229
R706386,R897277
R333605,R226259
R924960,R640410
R662640,R972231
R257098,R426653
R111471,R742071
R265845,R684998
R800475,R661364
R347936,R323817
R904505,R988361
R170608,R570658
R518943,R745033
R779156,R673412
R503447,R166234
R665164,R453266
R793470,R457229
R506846,R637987
R991164,R274709
R940539,R318124
R217266,R786306
R709051,R478685
R552459,R996922
R295043,R712553
R156975,R283185
R908752,R773560
R100501,R135388
R973786,R946969
R321776,R262398
R865616,R258767
R160349,R388309
R714983,R672346
R767079,R634366
R939568,R323382
R868784,R817904
R851909,R603223
R476456,R583882
R229568,R518482
R805876,R216244
R589328,R691166
R784544,R756213
R583100,R601573
R884939,R998291
R320730,R493364
R850844,R459176
R325228,R403544
R693901,R287781
R969178,R427464
R374334,R185252
R356631,R227337
R753055,R950847
R958342,R905545
R315376,R854246
R956992,R781273
R626876,R230798
R972314,R368385
R110477,R652096
R147451,R828686
R324942,R237453
R459101,R866235
R332842,R551707
R313252,R532966
R503868,R609370
R150530,R918320
R189901,R708983
R648936,R110494
R208822,R870948
R294440,R909095
R892250,R289937
R408884,R593590
R405455,R463926
R173874,R979261
R364691,R598409
R245618,R114906
R990178,R187018
R895728,R136839
R476181,R129517
R890121,R242934
R382669,R613379
R277516,R254841
R129147,R635414
R351444,R261985
R445060,R344960
R763152,R779447
R788677,R697852
R208561,R481042
R807016,R583918
R994625,R450767
R170566,R678231
R161218,R909535
R896785,R204991
R414646,R661728
R688972,R906152
R811216,R957650
R694603,R337308
R302703,R252024
R229479,R562413
R243175,R341609
R824324,R816000
R562328,R600543
R370271,R260857
R392607,R537216
R793862,R728372
R442742,R172455
R381565,R425304
R734363,R387286
R882448,R713190
R770010,R760209
R758915,R203675
R771953,R547260
R101576,R570102
R127659,R758641
R353973,R357548
R392989,R252849
R107165,R620440
R247851,R475501
R765291,R632211
R709159,R472310
R813497,R353504
R182131,R628730
R152123,R877488
R972025,R504239
R765753,R534186
R398256,R699035
R982203,R101070
R578004,R998068
R231614,R653669
R937114,R960305
R253147,R203661
R182564,R580048
R220432,R240892
R960716,R692023
R566241,R281925
R254321,R299287
R838353,R896847
R902794,R374609
R488447,R117599
R541288,R884683
R573435,R986588
R690689,R295310
R444307,R871093
R224224,R301796
R138035,R635086
R143327,R829471
R453573,R582302
R123343,R355871
R190818,R321570
R422031,R824835
R892159,R754198
R576093,R437748
R144940,R276211
R188440,R803650
R380663,R577237
R704881,R782031
R409879,R927938
R393050,R458060
R740014,R742357
R183125,R909915
R217296,R549140
R654201,R845396
R619145,R613628
R830660,R207370
R781499,R394686
R772782,R249877
R528553,R670963
R641146,R457515
R501159,R402420
R400261,R397616
R631415,R451299
R726047,R449979
R436629,R118257
R823967,R183079
R845432,R691959
R931014,R913068
R199344,R855826
R732737,R134710
R262638,R717900
R698053,R114924
R293665,R842260
R816221,R206905
R711217,R878983
R355805,R880711
R490789,R881676
R251825,R358580
R926716,R750048
R726590,R555173
R625970,R753220
R398609,R525199
R308509,R693310
R598026,R917448
R456348,R957178
R646328,R649669
R188478,R528299
R258630,R458159
R161392,R607351
R772685,R392229
R280581,R447479
R516375,R889131
R390769,R619814
R361945,R733087
R415002,R354253
R750732,R334296
R345653,R705094
R726929,R725137
R697422,R323581
R451753,R662948
R539739,R888737
R969261,R837580
R783662,R579007
R807360,R952070
R976708,R170972
R645355,R296472
R458720,R589005
R776202,R100386
R671121,R569106
R714685,R294868
R865905,R978705
R620004,R734676
R451253,R483579
